Timestamp,Vehicle_ID,Route_ID,Warehouse_ID,Vehicle_Capacity,GPS_Latitude,GPS_Longitude,Traffic_Level,ETA_Variation,Fuel_Rate,Weather_Severity,Loading_Time,Order_Status,Cargo_Condition,Driver_Fatigue,Route_Risk,Delivery_Time_Deviation,Disruption_Score,Delay_Probability,Risk_Class
2024-01-01 08:00:00,V046,R004,W002,914,34.4942645893989,-118.15400414786751,5.707197228295886,0.7816867652306183,11.030806875501234,0.788015312606281,2.5271240934860613,1,1,0.09075482544071634,5.889294566549382,1.64,0.46555665996815776,0.7055663332858247,Moderate
2024-01-01 09:00:00,V045,R026,W001,1874,34.001398150310564,-118.39628974327292,5.1307993169230555,0.17980299388733398,18.478796889174816,0.4165385685318509,2.854256188958429,1,1,0.17006554424844877,3.8132121307216362,0.92,0.39404302947347614,0.5928955735563974,Moderate
2024-01-01 10:00:00,V032,R008,W004,1856,34.43922674791539,-118.40297108874002,5.4431298103944625,-1.0,21.773331174413407,0.7653842190713975,1.5961121615692404,1,1,0.6984109226226786,3.491797026717183,-0.22,0.5457505319115972,0.7149574565676277,Moderate
2024-01-01 11:00:00,V010,R010,W002,943,34.30267918329938,-118.04712235156421,4.654611239862584,0.0799951459844939,19.69387735916054,0.04250035551633735,2.3366164589422955,1,1,0.4441947553149119,3.9677479008428502,0.67,0.3877760942224857,0.5225244104942762,Moderate
2024-01-01 12:00:00,V041,R005,W002,1019,34.247996582758084,-118.23761996138578,3.2798189691944812,0.804807605543486,8.612829664911295,0.27687151776338637,0.8173674922552866,0,1,0.4650616859191017,3.3574707205799763,1.23,0.3747897830583741,0.4478451157645953,Moderate
2024-01-01 13:00:00,V028,R024,W004,1882,34.21044909632891,-118.30614087272339,4.320184300508409,-1.0,18.164340116948633,0.6334311476741573,1.6376570587695793,1,1,0.562001625793399,5.802609604026705,-0.36,0.4478182747862009,0.6388498201131613,Moderate
2024-01-01 14:00:00,V006,R007,W002,1653,34.08341615385191,-118.45713844770187,7.03872299502029,-0.1350865252145615,12.365351416335562,0.5228917005683792,1.1763614853728228,1,1,0.6191735493666011,5.2087378053455895,0.73,0.6175916357862834,0.8755079457297581,Moderate
2024-01-01 15:00:00,V012,R008,W004,624,34.096753314714306,-118.12905144083302,2.428870784896731,-1.0,9.61770589472069,0.4063702732236838,2.5013306740457706,1,1,0.513388597600874,3.2790092171145195,-0.55,0.27020127575849867,0.3794842614995003,Low
2024-01-01 16:00:00,V017,R008,W004,1720,34.279100368216476,-118.3840846415337,2.2226570951342004,-0.3868747874439709,5.581391130232203,0.13002490066019723,0.8523063344338168,1,1,0.22150369960538951,3.2945630552972496,-0.1,0.19898532286070317,0.3254401262304334,Low
2024-01-01 17:00:00,V006,R019,W002,1653,34.148560104585854,-118.0073068857868,1.416989800618937,1.5943223108928393,16.48839363358923,0.9346137017255768,2.085937178698804,1,1,0.7686505403679814,0.44796115276308957,2.03,0.3794494361213326,0.385611395698012,Moderate
